id	ean	category	quantity	notsent	name	cnName	lastWeek
750	4250755399478	Rav02S	16	0	Ravenna02S Seiten 90	MMD02 F 900 S	8|3|1|0|0
751	4250755399485	Rav02S	13	0	Ravenna02S Seiten 100	MMD02 F 1000 S	4|1|1|1|0
752	4250755399522	Rav03S	14	1	Ravenna03S Tür 90 L	MMD03 D 900 S L	11|3|2|0|0
753	4250755399539	Rav03S	8	1	Ravenna03S Tür 90 R	MMD03 D 900 S R	10|2|2|0|0
754	4250755399553	Rav03S	29	3	Ravenna03S Tür 100 L	MMD03 D 1000 S L	7|2|2|2|2
755	4250755399560	Rav03S	26	3	Ravenna03S Tür 100 R	MMD03 D 1000 S R	7|2|2|2|2
756	4250755399515	Rav03S	7	1	Ravenna03S Seiten 90	MMD03 F 900 S	10|2|2|0|0
757	4250755399546	Rav03S	28	3	Ravenna03S Seiten 100	MMD03 F 1000 S	7|2|2|2|2
759	4250755399607	Rav06S	25	2	Ravenna06S Tür	MMD06 D S	22|7|4|3|0
760	4250755399577	Rav06S	15	0	Ravenna06S F 80	MMD06 F+F 800 S	3|1|0|0|0
761	4250755399584	Rav06S	18	1	Ravenna06S F 90	MMD06 F+F 900 S	11|3|2|2|0
762	4250755399591	Rav06S	13	1	Ravenna06S F 100	MMD06 F+F 1000 S	8|3|2|1|0
763	4250755336183	MEPA	2	0	MEPAzero weiß 421850 Betät.platte 2-Mengen	421850	1|0|0|0|0
764	4250755336190	MEPA	3	0	MEPAzero Glas weiß 421854 Betät.platte 2-Mengen	421854	0|0|0|0|0
765	4250755336206	MEPA	3	0	MEPAorbit weiß 421800 Betät.platte 2-Mengen	421800	0|0|0|0|0
766	4250755336213	MEPA	7	0	MEPAorbit  Glas weiß  421844  Betät.platte 2-Mengen	421822/844	0|0|0|0|0
767	4250755336220	MEPA	14	0	MEPAsun weiß 421660 Betät.platte 2-Mengen	421660	0|0|0|0|0
769	4250755345789	Rav26	35	2	Ravenna26K Tür 70	DWA1902 D 700	30|7|3|3|2
770	4250755345796	Rav26	67	23	Ravenna26K Tür 80	DWA1902 D 800	147|53|29|18|1
771	4250755345802	Rav26	9	29	Ravenna26K Tür 90	DWA1902 D 900	197|61|27|18|5
772	4250755345819	Rav26	17	14	Ravenna26K Tür 100	DWA1902 D 1000	108|46|22|20|2
777	4250755307367	Deleted-element	0	0	WA61K/FRANCFORT61K	WA61K	0|0|0|0|0
778	4250755304113	Deleted-element	0	0	Berlina13G	BA13G	0|0|0|0|0
779	4250755345727	Rav13	20	0	Ravenna13K Seiten 80	MMD13 F 80	9|4|2|0|0
780	4250755345734	Rav13	15	4	Ravenna13K Seiten 90	MMD13 F 90	12|4|2|2|2
781	4250755345710	Rav13	29	3	Ravenna13K Tür 120	MMD13 D 120	16|5|3|1|1
783	4250755330693	WB-Gussmar	47	2	Colossum06 1000	6025-1000	45|20|9|4|2
784	4250755336282	MEPA	0	0	MEPA WANNENFUß BW-5 MAXI 3s+ (182 107)	182107	1|0|0|0|0
788	4250755307299	Deleted-element	0	0	Francfort02	93806	0|0|0|0|0
792	4250755336121	DS-Duschrinne	17	0	AR001 600 Duschrinne	QSG1009-R600*70	1|0|0|0|0
793	4250755336138	DS-Duschrinne	-1	1	AR001 700 Duschrinne 	QSG1009-R700*70	4|0|0|0|0
794	4250755336145	DS-Duschrinne	0	0	AR001 800 Duschrinne 	QSG1009-R800*70	1|0|0|0|0
795	4250755336152	DS-Duschrinne	7	0	AR001 900 Duschrinne 	QSG1009-R900*70	7|3|0|0|0
796	4250755336169	DS-Duschrinne	2	0	AR001 1000 Duschrinne 	QSG1009-R1000*70	0|0|0|0|0
797	4250755336077	DS-Duschrinne	10	0	AQ001 600 Duschrinne	QSG1009-Q600*70	8|3|2|2|2
798	4250755336084	DS-Duschrinne	44	0	AQ001 700 Duschrinne	QSG1009-Q700*70	10|4|1|1|1
799	4250755336091	DS-Duschrinne	15	0	AQ001 800 Duschrinne	QSG1009-Q800*70	11|6|3|1|1
800	4250755336107	DS-Duschrinne	50	0	AQ001 900 Duschrinne	QSG1009-Q900*70	5|1|0|0|0
801	4250755336114	DS-Duschrinne	58	0	AQ001 1000 Duschrinne	QSG1009-Q1000*70	5|2|2|0|0
805	4250755345420	Deleted-element	0	0	Ravenna12-2 D+F 75	5182 D+F 75	0|0|0|0|0
806	4250755345437	Deleted-element	0	0	Ravenna12-2 D+F 80	5182 D+F 80	0|0|0|0|0
807	4250755345444	Deleted-element	0	0	Ravenna12-2 D+F 90	5182 D+F 90	0|0|0|0|0
808	4250755345441	Deleted-element	0	0	Ravenna12-2 D+F 100	5182 D+F 100	0|0|0|0|0
811	4250755345017	Rav12_Tür	33	3	Ravenna12K Tür 90	518 D+F 900	19|4|2|0|0
812	4250755345024	Rav12_Tür	35	2	Ravenna12K Tür 100	518 D+F 1000	22|9|4|3|1
813	4250755345031	Rav12_Tür	5	1	Ravenna12K Tür 110	518 D+F 1100	25|7|3|2|0
814	4250755345048	Rav12_Tür	22	4	Ravenna12K Tür 120	518 D+F 1200	28|9|4|4|0
815	4250755345055	Rav12_Tür	15	1	Ravenna12K Tür 130	518 D+F 1300	9|3|2|1|1
816	4250755345062	Rav12_Tür	13	1	Ravenna12K Tür 140	518 D+F 1400	10|2|2|0|0
818	4250755345109	Rav12_ST	31	1	Ravenna12K Seiten 90	518 SP90	11|3|2|2|0
819	4250755345116	Rav12_ST	26	0	Ravenna12K Seiten 100	518 SP100	3|1|1|1|1
820	4250755345093	Rav12_ST	3	1	Ravenna12K Seiten 80	518 SP80	9|3|2|2|0
821	4250755345086	Rav12_ST	26	2	Ravenna12K Seiten 75	518 SP75	9|2|0|0|0
822	4250755345079	Rav12_ST	21	2	Ravenna12K Seiten 70	518 SP70	13|6|3|1|0
823	4250755336176	DS-Ablauf	140	4	PU005 ohne Überlauf	PU05	44|12|8|4|1
824	4250755330655	WB-Gussmar	100	13	Colossum19 1200-2 (2-Loch)	D819-1200	290|82|43|22|9
825	4250755330716	WB-Keramik	-2	0	Brüssel910	CH910	37|5|2|1|0
827	4250755399973	RAV_DICHTUNGEN	7	0	Montage MMD01-06 L Dichtung	309B4-08	3|0|0|0|0
828	4250755399980	RAV_DICHTUNGEN	-1	0	Montage MMD01/04/05 Magen Dichtung	308GA-08	1|1|1|1|1
829	4250755399997	RAV_DICHTUNGEN	59	0	Montage MMD02/03/06 Magen Dichtung	308GC-08	3|0|0|0|0
831	4250755340241	Schiebetür-Amalfi	16	26	Amalfi 900 x 2050 mm (TS11-900) MSMG	TS11 900 MS+MG	164|35|16|14|9
832	4250755340258	Deleted-element	0	0	AMALFI 1000 x 2050 mm (TS11-1000) MSMG	TS11 1000 MS+MG	0|0|0|0|0
834	4250755327143	DT-Schwarz	5	0	Faro3B AR 80x80x6	DAR02 B80*80*6	0|0|0|0|0
836	4250755330242	Deleted-element	0	0	Brüssel107	CH107	0|0|0|0|0
841	4250755346649	Deleted-element	0	0	Ravenna12-2s D+F 900Y	5182 D+F 900Y	0|0|0|0|0
842	4250755330662	WB-Gussmar	5	0	Colossum803	803	2|2|2|1|0
843	4250755323268	Bremen1MS	26	1	Bremen01MS 85	BR7003-850S 	19|7|2|0|0
844	4250755330679	WB-Keramik	0	0	Brüssel105	CH105A/HS202	18|7|2|0|0
846	4250755399966	Montage	262	6	TK001 MMD01/02/03/05/06 Handgriff	M28	224|71|32|11|6
848	4250755346656	Deleted-element	0	0	Ravenna12-2s D+F 1000Y	5182 D+F 1000Y	0|0|0|0|0
849	4250755326016	Deleted-element	0	0	DS04	P907	0|0|0|0|0
850	4250755340296	WOHNEN	5	0	Nalia1 olive 50x80 Badeteppich		0|0|0|0|0
851	4250755340302	WOHNEN	0	0	Nalia1 olive 70x140 Badeteppich		0|0|0|0|0
852	4250755340319	WOHNEN	4	0	Nalia1 beige 50x80 Badeteppich		0|0|0|0|0
853	4250755340326	WOHNEN	0	0	Nalia1 beige 70x140 Badeteppich		0|0|0|0|0
854	4250755340333	WOHNEN	0	0	Romana 1 Kissenhülle 45x45	Romana1-45*45-Green Plum linen	0|0|0|0|0
855	4250755340340	WOHNEN	76	0	Romana 2 Kissenhülle 45x45	Romana6-45*45-Dark coffee	0|0|0|0|0
856	4250755340357	WOHNEN	44	0	Romana 3 Kissenhülle 45x45	Romana3-45*45-White	8|0|0|0|0
857	4250755340364	WOHNEN	53	0	Romana 4 Kissenhülle 45x45	Romana4-45*45-Light coffee	4|0|0|0|0
858	4250755340371	WOHNEN	77	0	Romana 5 Kissenhülle 45x45	Romana5-45*45-Wavy	0|0|0|0|0
859	4250755340388	WOHNEN	85	0	Romana 6 Kissenhülle 45x45	Romana6-45*45-Red Jacquard	0|0|0|0|0
860	4250755346632	Deleted-element	0	0	Ravenna12-2s D+F 800Y	5182 D+F 800Y	0|0|0|0|0
861	4250755344690	Deleted-element	0	0	Ravenna22s 95 Doppelt	DWA290-950F	0|0|0|0|0
863	4250755346625	Deleted-element	0	0	Ravenna12-2s D+F 750Y	5182 D+F 760Y	0|0|0|0|0
864	4250755340395	WOHNEN	68	0	Nalia2 Dunkelbeige 50x80 Badeteppich 	Graugrün	0|0|0|0|0
865	4250755340401	WOHNEN	158	0	Nalia2 Rosa 50x80 Badeteppich 	Rosa	0|0|0|0|0
866	4250755340418	WOHNEN	93	0	Nalia2 Hellbeige 50x80 Badeteppich	Beige	0|0|0|0|0
867	4250755340425	WOHNEN	105	1	Nalia2 Olivegrün 50x80 Badeteppich	Türkis	2|2|2|2|0
868	4250755340432	WOHNEN	70	0	Nalia2 Weinrot 50x80 Badeteppich	Rotbraun	6|1|0|0|0
869	4250755330723	WB-Gussmar	29	3	Colossum801	801	47|15|9|3|2
870	4250755330730	WB-Gussmar	18	0	Colossum802	802	38|11|5|1|0
871	4250755316970	BM-Bavaria	18	0	Bavaria 5527 600 Main Cabinet (C)	60027	1|1|1|0|0
872	4250755316987	BM-Bavaria	-2	2	Bavaria 5527 600/760 Seitenschrank Links (LS)	600/760 5527	0|0|0|0|0
873	4250755316994	BM-Bavaria	6	2	Bavaria 5527 600/760 Seitenschrank Rechts (RS)	600/760 5527	0|0|0|0|0
874	4250755317014	BM-Bavaria	0	0	Bavaria 5527 600 Spiegel (SP)	60027 SP	0|0|0|0|0
877	4250755317120	BM-Bavaria	4	1	Bavaria 5527 760 Main Cabinet (C)	Bavaria 760 5 527	0|0|0|0|0
880	4250755317151	BM-Bavaria	-1	1	Bavaria 5527 760 Spiegel (SP)	76027 SP	0|0|0|0|0
881	4250755317298	BM-Bavaria	0	0	Bavaria 5542 600 Spiegel (SP)	60042 SP	0|0|0|0|0
882	4250755317267	BM-Bavaria	0	0	Bavaria 5542 600 Main Cabinet (C)	60042	0|0|0|0|0
883	4250755317274	BM-Bavaria	0	0	Bavaria 5542 600/760 Seitenschrank Links (LS)	600/760 5542	0|0|0|0|0
884	4250755317281	BM-Bavaria	0	0	Bavaria 5542 600/760 Seitenschrank Rechts (RS)	600/760 5542	0|0|0|0|0
885	4250755317434	BM-Bavaria	0	0	Bavaria 5542 760 Spiegel (SP)	76042 SP	0|0|0|0|0
886	4250755317403	BM-Bavaria	0	0	Bavaria 5542 760 Main Cabinet (C)	76042	0|0|0|0|0
889	4250755340449	Schiebetür-Amalfi	19	6	Amalfi 900 x 2050 mm (TS12-900) VSMG	TS12 900 VS+MG	15|7|3|3|3
890	4250755340456	Deleted-element	0	0	AMALFI 1000 x 2050 mm (TS12-1000) VSMG	TS12 1000 VS+MG	0|0|0|0|0
891	4250755340463	Schiebetür-Amalfi	51	13	Amalfi 900 x 2050 mm (TS13-900) MSLG	TS13 900 MS+LG	114|37|14|11|5
892	4250755340470	Deleted-element	0	0	AMALFI 1000 x 2050 mm (TS13-1000) MSLG	TS13 1000 MS+LG	0|0|0|0|0
893	4250755340487	Schiebetür-Amalfi	4	2	Amalfi 900 x 2050 mm (TS14-900) VSLG	TS14 900 VS+LG	17|0|0|0|0
894	4250755340494	Deleted-element	0	0	AMALFI 1000 x 2050 mm (TS14-1000) VSLG	TS14 1000 VS+LG	0|0|0|0|0
897	4250755333281	Deleted-element	0	0	Aachen376B	378A	0|0|0|0|0
899	4250755301266	KA,Deleted-element	0	0	LAVUM40	TBD	0|0|0|0|0
900	4250755317533	BM-Tavolum	1	0	Tavolum Silbergrau 750*450*50	WAT02 SG 750*450*50	0|0|0|0|0
901	4250755317540	BM-Tavolum	2	0	Tavolum Silbergrau 1000*450*50	WAT02 SG 1000*450*50	0|0|0|0|0
902	4250755317557	BM-Tavolum	24	0	Tavolum Silbergrau 1200*450*50	WAT02 SG 1200*450*50	2|0|0|0|0
903	4250755317564	BM-Tavolum	2	0	Tavolum Silbergrau 750*500*50	WAT02 SG 750*500*50	0|0|0|0|0
904	4250755317571	Deleted-element	0	0	Tavolum Silbergrau 1000*500*50	WAT02 SG 1000*500*50	0|0|0|0|0
905	4250755317588	Deleted-element	0	0	Tavolum Silbergrau 1200*500*50	WAT02 SG 1200*500*50	0|0|0|0|0
906	4250755317595	Deleted-element	0	0	Tavolum Silbergrau 1500*500*50	WAT02 SG 1500*500*50	0|0|0|0|0
907	4250755330808	WB-Gussmar	46	0	Colossum02 600	15A600	30|8|7|5|3
908	4250755330815	WB-Gussmar	36	0	Colossum02 700	15A700	4|3|3|1|1
909	4250755330822	WB-Gussmar	48	1	Colossum02 900 - Paestum	15A900	17|4|1|1|0
910	4250755330839	WB-Gussmar	0	0	Colossum02 1000	15A1000	0|0|0|0|0
912	4250755330853	WB-Gussmar	30	0	Colossum811 480 - Ravello	811/480	3|0|0|0|0
913	4250755330860	WB-Gussmar	7	0	Colossum811 600	811/600	9|1|1|1|0
918	4250755330846	WB-Gussmar	0	0	Colossum02 1200	15A1200	0|0|0|0|0
919	4250755330761	WB-Keramik	24	3	Brüssel105D	CH105D	74|24|11|4|2
920	4250755330747	WB-Keramik	8	4	Brüssel152B	CH152B	35|11|7|6|1
921	4250755330754	WB-Keramik	30	4	Brüssel306	CH306	130|48|22|9|4
922	4250755336343	WC-Toilet+Bidet	68	2	WCD136 -Aachen501 502 309	UF-1136	18|5|1|0|0
923	4250755323275	Bremen1VS	5	5	Bremen01VS 100	BR7003VS-1000	38|11|7|4|3
924	4250755323282	Bremen1VS	14	4	Bremen01VS 120	BR7003VS-1200	68|26|10|4|2
925	4250755323299	Bremen1VS	27	3	Bremen01VS 140	BR7003VS-1400	32|9|7|2|0
926	4250755336312	WC-Toilet+Bidet	2	0	WCD-old WCD14	PP-044	0|0|0|0|0
927	4250755336329	WC-Toilet+Bidet	0	0	WCD-old WCD375	PP-084	0|0|0|0|0
929	4250755342825	Rav17_ST	46	3	Ravenna17 Seiten 100	F560 F1000	36|14|5|3|2
931	4250755399843	Montage	169	63	Montage MMD01/02/03/04/05/06 Wandprofil	MMD01/02/03/04/05/06 Alu	663|186|87|39|13
932	4250755399850	Montage	70	18	Montage MMD01/02/03 Packet	MMD01/02/03 Packet	190|53|25|14|8
933	4250755399867	Montage	123	20	Montage MMD04 Packet	MMD04 Packet	153|59|26|8|4
934	4250755399874	Montage	126	25	Montage MMD05 Packet	MMD05 Montage Packet	302|75|36|18|2
935	4250755399881	Montage	34	4	Montage MMD06 Packet	MMD06 Packet	48|15|7|5|0
936	4250755336336	WC-Toilet+Bidet	-3	20	WCD376 -Aachen376 108	PP-010	35|1|1|0|0
938	4250755336350	Montage	135	45	Montage Bremen Haltestange 4-eckig - MMBR2	BRAM02	402|132|76|43|29
939	4250755336367	Montage	166	55	Montage Bremen Haltestange Rechteckig - MMBR3	BRAM03	807|229|99|47|19
940	4250755336374	Deleted-element	0	0	ALG02-AB / ABLAUFBOGEN ADAPTER FÜR ABLAUFGARNITUR 	ALG02-AB	0|0|0|0|0
941	4250755343884	Montage	502	1	Montage Ravenna17 Tür 115 Laufenschiene	MMN04 D+F 115 Laufenschiene	12|4|2|1|1
942	4250755343907	Montage	174	0	Montage Ravenna17 Tür 125 Laufenschiene	MMN04 D+F 125 Laufenschiene	8|2|1|0|0
943	4250755343921	Montage	308	0	Montage Ravenna17 Tür 135 Laufenschiene	MMN04 D+F 135 Laufenschiene	15|3|2|1|0
944	4250755343945	Montage	174	1	Montage Ravenna17 Tür 145 Laufenschiene	MMN04 D+F 145 Laufenschiene	8|3|2|1|1
946	4250755398013	Deleted-element	0	0	Montage Amalfi 2000 Alu Laufenschienen	TS Montage, Amalfi	0|0|0|0|0
947	4250755398020	Montage	418	69	TK003 Amalfi Muschelgriffe TS11/12/15/17/19	TS11/12	582|132|62|42|28
948	4250755398037	Montage	109	42	TK002 Amalfi Stangengriffe TS13/14/16/18/20	TS13/14	363|100|44|30|15
949	4250755323336	Bremen1K	10	0	Bremen01K 50	BR7003-500	10|2|0|0|0
950	4250755323343	Bremen1K	12	1	Bremen01K 60	BR7003-600	23|13|5|1|0
951	4250755323350	Bremen1K	0	0	Bremen01K 70	BR7003-700	14|3|0|0|0
952	4250755327655	DT-Faro+Novas+Xetro	81	6	Faro2W 100x120x4	4G04W 100*120*4	119|46|18|10|4
953	4250755327662	DT-Faro+Novas+Xetro	66	6	Faro2W 90x140x4	4G04W 90*140*4	98|34|15|7|4
954	4250755323367	Bremen2K	20	1	Bremen02K 50	BR10703K 50	12|1|1|1|1
955	4250755323374	Bremen2K	9	0	Bremen02K 60	BR10703K 60	15|1|1|0|0
956	4250755323381	Bremen2K	15	2	Bremen02K 70	BR10703K 70	17|4|3|3|1
957	4250755323398	Bremen2K	22	0	Bremen02K 80	BR10703K 80	23|2|0|0|0
958	4250755323404	Bremen2K	23	2	Bremen02K 90	BR10703K 90	36|7|2|2|1
959	4250755323411	Bremen2K	27	3	Bremen02K 100	BR10703K 100	79|21|8|6|1
960	4250755323428	Bremen2K	5	4	Bremen02K 110	BR10703K 110	52|10|4|4|2
961	4250755323435	Bremen2K	44	12	Bremen02K 120	BR10703K 120	94|33|15|9|6
962	4250755323442	Bremen2K	3	0	Bremen02K 130	BR10703K 130	28|4|0|0|0
963	4250755323459	Bremen2K	7	5	Bremen02K 140	BR10703K 140	102|28|11|4|1
964	4250755323466	Bremen2K	4	2	Bremen02K 150	BR10703K 150	31|10|3|1|0
965	4250755323473	Bremen2K	2	4	Bremen02K 160	BR10703K 160	27|5|3|2|1
966	4250755323480	Bremen2MS	14	1	Bremen02MS 50	BR10703MS 50	10|3|1|0|0
967	4250755323497	Bremen2MS	5	1	Bremen02MS 60	BR10703MS 60	30|11|5|1|1
968	4250755323503	Bremen2MS	17	0	Bremen02MS 70	BR10703MS 70	16|11|3|2|0
969	4250755323510	Bremen2MS	17	1	Bremen02MS 80	BR10703MS 80	17|5|3|1|1
970	4250755323527	Bremen2MS	32	2	Bremen02MS 90	BR10703MS 90	11|4|2|2|0
971	4250755323534	Bremen2MS	9	3	Bremen02MS 100	BR10703MS 100	50|19|9|2|2
972	4250755323541	Bremen2MS	17	1	Bremen02MS 110	BR10703MS 110	34|6|3|1|1
973	4250755323558	Bremen2MS	18	4	Bremen02MS 120	BR10703MS 120	73|17|12|7|2
974	4250755323565	Bremen2MS	11	2	Bremen02MS 130	BR10703MS 130	20|5|2|2|1
975	4250755323572	Bremen2MS	7	6	Bremen02MS 140	BR10703MS 140	63|21|11|6|2
976	4250755323589	Bremen2MS	0	0	Bremen02MS 150	BR10703MS 150	0|0|0|0|0
977	4250755323596	Bremen2MS	0	0	Bremen02MS 160	BR10703MS 160	0|0|0|0|0
978	4250755323602	Bremen2VS	5	1	Bremen02VS 100	BR10703VS 100	4|1|0|0|0
979	4250755323619	Bremen2VS	13	1	Bremen02VS 120	BR10703VS 120	32|11|5|2|0
980	4250755323626	Bremen2VS	10	0	Bremen02VS 140	BR10703VS 140	8|1|0|0|0
981	4250755323305	Bremen1VG	15	3	Bremen01VG 100	BR7003VG-1000	16|4|3|1|0
982	4250755323312	Bremen1VG	16	3	Bremen01VG 120	BR7003VG-1200	38|7|3|2|0
983	4250755323329	Bremen1VG	3	4	Bremen01VG 140	BR7003VG-1400	28|9|6|2|1
984	4250755336381	DS-Duschkopf	205	0	SB003 SB03	SB03	6|2|0|0|0
985	4250755336404	DS-Duschstangen	45	0	KBA06	KBA06	4|2|0|0|0
986	4250755336411	Deleted-element	0	0	KBA07	KBA07	0|0|0|0|0
987	4250755336428	DS-Duschstangen	65	0	KBA08	KBA08	8|1|1|0|0
988	4250755336435	DS-Duschstangen	50	1	KBA09	KBA09	1|0|0|0|0
989	4250755326221	Deleted-element	0	0	DS20	PG2202-1	0|0|0|0|0
990	4250755326214	Deleted-element	0	0	DS21	PG2202	0|0|0|0|0
991	4250755326238	Deleted-element	0	0	UP004	PG2107	0|0|0|0|0
992	4250755326245	Deleted-element	0	0	UP005	PG2117	0|0|0|0|0
993	4250755326252	Deleted-element	0	0	UP006	PG2108	0|0|0|0|0
994	4250755326269	Deleted-element	0	0	UP007	PG2119	0|0|0|0|0
995	4250755336398	ZUB	368	0	HPZ01 Handbrauseschlauch Metall verchromt	HPZ01	0|0|0|0|0
996	4250755330877	WB-Keramik	29	4	Brüssel3053L	HY3053L	30|12|10|8|5
997	4250755330884	WB-Keramik	26	2	Brüssel3053R	HY3053R	34|15|10|4|2
998	4250755330891	WB-Keramik	3	0	Brüssel5104	HY5104	3|1|0|0|0
999	4250755330907	WB-Keramik	16	0	Brüssel5105	HY5105	34|12|7|5|0
1000	4250755330914	WB-Keramik	29	0	Brüssel488A	HY488A	21|4|2|0|0
1001	4250755330921	WB-Keramik	24	0	Brüssel5056	HY5056	36|13|8|0|0
1002	4250755330938	WB-Keramik	28	0	Brüssel5057	HY5057	52|19|8|2|1
1003	4250755330945	WB-Keramik	5	0	Brüssel5096	HY5096	21|6|4|3|0
1004	4250755330952	WB-Keramik	35	3	Brüssel5006A	HY5006A	90|32|15|8|2
1005	4250755330969	WB-Keramik	11	1	Brüssel5082	HY5082	50|21|8|4|2
1006	4250755330976	WB-Keramik	1	3	Brüssel5021	HY5021	92|36|24|6|2
1009	4250755323633	Bremen2VG	16	2	Bremen02VG 100	BR10703VG 100	23|7|3|3|0
1010	4250755323640	Bremen2VG	16	2	Bremen02VG 120	BR10703VG 120	13|5|3|0|0
1011	4250755323657	Bremen2VG	13	1	Bremen02VG 140	BR10703VG 140	20|2|1|0|0
1012	4250755330778	WB-Keramik	3	0	Brüssel322	CH322/HY5006	64|15|4|0|0
1013	4250755329161	WP-Badewanne	6	0	Vicenza603-MA	FB603-MA	48|11|6|3|0
1014	4250755329208	WP-Badewanne	11	1	Vicenza602-MA	FB602-MA	9|5|1|1|0
1016	4250755321813	Rav04_Tür	19	0	Ravenna04K Tür 140	MMD04 D+F 1400	8|2|0|0|0
1017	4250755321820	Rav05_Tür	13	1	Ravenna05K Tür 140	MMD05 D+F 1400	13|3|3|3|1
1019	4250755321752	Rav05_Tür	15	4	Ravenna05K Tür 120	MMD05 D+F 1200	39|12|5|3|0
1020	4250755348018	Rav30	6	1	Ravenna28/30K Tür 80	RAV30 D+F 800	24|1|0|0|0
1021	4250755348025	Rav30	44	2	Ravenna28/30K Tür 90	RAV30 D+F 900	33|10|4|3|0
1022	4250755348032	Rav30	23	4	Ravenna28/30K Tür 100	RAV30 D+F 1000	25|12|5|4|0
1023	4250755348049	Rav30	22	2	Ravenna28/30K Tür 120	RAV30 D+F 1200	24|7|4|1|0
1024	4250755348056	Rav30	13	1	Ravenna28/30K Tür 140	RAV30 D+F 1400	9|1|0|0|0
1025	4250755348117	Rav28	11	0	Ravenna28K Seiten 75	RAV28K F 750	3|0|0|0|0
1026	4250755348124	Rav28	19	0	Ravenna28K Seiten 80	RAV28K F 800	13|2|1|0|0
1027	4250755348131	Rav28	9	0	Ravenna28K Seiten 90	RAV28K F 900	12|2|1|0|0
1028	4250755348148	Rav28	14	0	Ravenna28K Seiten 100	RAV28K F 1000	8|3|1|0|0
1029	4250755348605	Rav30MS	17	0	Ravenna30MS Tür 80 L	RAV30 D+F 800 MS L	12|3|1|0|0
1030	4250755348612	Rav30MS	10	4	Ravenna30MS Tür 90 L	RAV30 D+F 900 MS L	28|7|5|2|2
1031	4250755348629	Rav30MS	6	0	Ravenna30MS Tür 100 L	RAV30 D+F 1000 MS L	16|2|1|1|0
1032	4250755348636	Rav30MS	5	2	Ravenna30MS Tür 120 L	RAV30 D+F 1200 MS L	21|5|2|1|0
1033	4250755348643	Rav30MS	25	1	Ravenna30MS Tür 140 L	RAV30 D+F 1400 MS L	3|2|1|1|0
1034	4250755348650	Rav30MS	19	0	Ravenna28/30MS Tür 80 R	RAV30 D+F 800 MS R	13|1|1|0|0
1035	4250755348667	Rav30MS	18	5	Ravenna28/30MS Tür 90 R	RAV30 D+F 900 MS R	41|11|5|3|1
1036	4250755348674	Rav30MS	9	5	Ravenna28/30MS Tür 100 R	RAV30 D+F 1000 MS R	28|8|7|4|2
1037	4250755348681	Rav30MS	35	3	Ravenna28/30MS Tür 120 R	RAV30 D+F 1200 MS R	20|9|1|0|0
1038	4250755348698	Rav30MS	15	0	Ravenna28/30MS Tür 140 R	RAV30 D+F 1400 MS R	11|5|2|2|0
1039	4250755348704	Rav28MS	15	0	Ravenna28MS Seiten 75	RAV28MS F 750	3|1|1|0|0
1040	4250755348711	Rav28MS	5	1	Ravenna28MS Seiten 80	RAV28MS F 800	8|2|1|1|1
1041	4250755348728	Rav28MS	27	2	Ravenna28MS Seiten 90	RAV28MS F 900	10|4|1|1|0
1042	4250755348735	Rav28MS	10	3	Ravenna28MS Seiten 100	RAV28MS F 1000	8|6|2|1|0
1043	4250755343853	Deleted-element	0	0	Montage Ravenna17 Tür 100 Laufenschiene	MMN04 D+F 100 Laufenschiene	0|0|0|0|0
1044	4250755343877	Montage	45	2	Montage Ravenna17 Tür 110 Laufenschiene	MMN04 D+F 110 Laufenschiene	45|7|4|3|1
1045	4250755343891	Montage	144	10	Montage Ravenna17 Tür 120 Laufenschiene	MMN04 D+F 120 Laufenschiene	135|30|13|8|1
1046	4250755343914	Montage	378	2	Montage Ravenna17 Tür 130 Laufenschiene	MMN04 D+F 130 Laufenschiene	17|3|1|1|0
1047	4250755343938	Montage	161	5	Montage Ravenna17 Tür 140 Laufenschiene	MMN04 D+F 140 Laufenschiene	52|17|11|8|4
1048	4250755343952	Montage	320	1	Montage Ravenna17 Tür 150 Laufenschiene	MMN04 D+F 150 Laufenschiene	23|7|4|0|0
1049	4250755329222	WP-Badewanne	2	0	Vicenza505-OA	FB505-OA	1|1|1|1|0
1050	4250755343860	Montage	365	0	Montage Ravenna17 Tür 105 Laufenschiene	MMN04 D+F 105 Laufenschiene	1|0|0|0|0
1051	4250755327914	DT-Faro+Novas+Xetro	67	10	Faro2W 90x100x4	4G04W 90*100*4	119|33|19|9|5
1052	4250755327679	DT-Lucia	46	0	Lucia01AR 80x80x4 AR	Lucia 4A01W 80x80x4 AR	15|5|0|0|0
1053	4250755327686	DT-Lucia	10	3	Lucia01AR 90x90x4 AR	Lucia 4A01W 90x90x4 AR	65|14|8|5|4
1054	4250755327693	DT-Lucia	33	0	Lucia01AR 100x100x4 AR	Lucia 4A01W 100x100x4 AR	23|9|2|0|0
1055	4250755327709	DT-Lucia	5	0	Lucia02AR 90x90x4 AR	Lucia 4A02W 90x90x4 AR	10|2|2|1|0
1056	4250755327716	DT-Lucia	1	0	Lucia04AR 70x80x4 AR	Lucia 4A04W 70x80x4 AR	28|2|0|0|0
1057	4250755327723	DT-Lucia	5	0	Lucia04AR 70x90x4 AR	Lucia 4A04W 70x90x4 AR	6|1|0|0|0
1058	4250755327730	DT-Lucia	12	0	Lucia04AR 70x100x4 AR	Lucia 4A04W 70x100x4 AR	16|1|1|1|0
