id	ean	category	quantity	notsent	name	cnName	lastWeek
1059	4250755327747	DT-Lucia	3	0	Lucia04AR 70x120x4 AR	Lucia 4A04W 70x120x4 AR	16|0|0|0|0
1060	4250755327754	DT-Lucia	16	1	Lucia04AR 75x80x4 AR	Lucia 4A04W 75x80x4 AR	14|4|3|2|1
1061	4250755327761	DT-Lucia	23	0	Lucia04AR 75x90x4 AR	Lucia 4A04W 75x90x4 AR	12|2|0|0|0
1062	4250755327778	DT-Lucia	20	0	Lucia04AR 75x100x4 AR	Lucia 4A04W 75x100x4 AR	5|2|0|0|0
1063	4250755327785	DT-Lucia	14	0	Lucia04AR 75x120x4 AR	Lucia 4A04W 75x120x4 AR	16|8|5|1|1
1064	4250755327792	DT-Lucia	22	1	Lucia04AR 80x90x4 AR	Lucia 4A04W 80x90x4 AR	36|3|3|0|0
1065	4250755327808	DT-Lucia	17	0	Lucia04AR 80x100x4 AR	Lucia 4A04W 80x100x4 AR	55|14|8|5|0
1066	4250755327815	DT-Lucia	21	0	Lucia04AR 80x110x4 AR	Lucia 4A04W 80x110x4 AR	25|10|2|2|0
1067	4250755327822	DT-Lucia	5	1	Lucia04AR 80x120x4 AR	Lucia 4A04W 80x120x4 AR	55|8|4|4|1
1068	4250755327839	DT-Lucia	9	0	Lucia04AR 80x140x4 AR	Lucia 4A04W 80x140x4 AR	15|2|0|0|0
1069	4250755327846	DT-Lucia	26	1	Lucia04AR 90x100x4 AR	Lucia 4A04W 90x100x4 AR	37|16|8|3|1
1070	4250755327853	DT-Lucia	67	3	Lucia04AR 90x120x4 AR	Lucia 4A04W 90x120x4 AR	54|20|8|4|3
1071	4250755327860	DT-Faro+Novas+Xetro	6	0	Novas1W 80x80x4 	4SF01W 80x80x4	11|5|3|1|1
1072	4250755327877	DT-Faro+Novas+Xetro	25	0	Novas1W 90x90x4 	4SF01W 90x90x4	18|6|3|1|1
1073	4250755327884	DT-Faro+Novas+Xetro	21	1	Novas1W 100x100x4 	4SF01W 100x100x4	12|6|6|3|2
1074	4250755327891	DT-Faro+Novas+Xetro	25	0	Novas4W 80x100x4 	4SF04W 80x100x4	14|2|2|1|1
1075	4250755327907	DT-Faro+Novas+Xetro	17	1	Novas4W 90x120x4 	4SF04W 90x120x4	16|5|2|0|0
1077	4250755328997	DT-Faro+Novas+Xetro	0	0	Faro Unkown	FARO UNKOWN	0|0|0|0|0
1078	4250755327921	DT-Faro+Novas+Xetro	34	1	Faro2W 80x140x4	4G04W 80*140*4	35|5|3|2|1
1079	4250755350110	Rav16	37	5	Ravenna16K 75	Ravenna16K 750	37|12|2|0|0
1080	4250755350127	Rav16	33	1	Ravenna16K 80	Ravenna16K 800	29|3|0|0|0
1081	4250755350134	Rav16	12	4	Ravenna16K 90	Ravenna16K 900	46|12|3|2|2
1082	4250755350141	Rav16	24	0	Ravenna16K 100	Ravenna16K 1000	7|2|0|0|0
1083	4250755350318	Rav16MS	21	2	Ravenna16ms 75	Ravenna16S 750	34|4|3|1|0
1084	4250755350325	Rav16MS	29	4	Ravenna16ms 80	Ravenna16S 800	37|11|4|0|0
1085	4250755350332	Rav16MS	36	6	Ravenna16ms 90	Ravenna16S 900	72|14|4|2|0
1086	4250755350349	Rav16MS	49	6	Ravenna16ms 100	Ravenna16S 1000	23|7|4|3|2
1087	4250755333298	WC-Toilet+Bidet	6	10	Aachen106	106/3106	83|33|17|4|3
1088	4250755340500	Schiebetür-Amalfi	18	11	Amalfi 775 x 2050 mm (TS11-775) MSMG	TS11 775 MS+MG	139|20|7|7|5
1089	4250755329239	WP-Badewanne	6	2	Vicenza601-OA	FB601-OA	11|5|0|0|0
1090	4250755330983	WB-Gussmar	4	0	Colossum19 700 OL	D819-700-OA	58|15|4|4|2
1091	4250755330990	WB-Gussmar	24	0	Colossum19 800 OL	D819-800-OA	48|10|6|0|0
1092	4250755331010	WB-Gussmar	31	0	Colossum19 900 OL	D819-900-OA	28|10|4|2|0
1093	4250755331027	WB-Gussmar	35	2	Colossum19 1000 OL	D819-1000-OA	60|10|4|3|0
1094	4250755331034	WB-Gussmar	18	0	Colossum19 1200 OL	D819-1200-OA	74|26|8|1|0
1095	4250755398044	Montage	163	2	Montage Bremen WandAlu BR7003/10703	Bremen WandAlu BR7003/10703	18|3|3|2|1
1096	4250755339269	CUBITO_MMA	0	0	MMA804A	MMA804A	0|0|0|0|0
1097	4250755325576	WP-Cortona	21	3	Cortona1408s L	DWA140-8S L	238|64|29|16|5
1098	4250755398075	Montage	259	68	Montage Amalfi SoftStop Automatik SSA01	TS SoftStop Automatik SSA01	489|139|58|44|27
1099	4250755398051	Montage	43	15	Montage Amalfi 1550 Alu Laufschienen	TS 1550 Alu Laufschienen	136|49|28|11|4
1100	4250755398068	Montage	67	30	Montage Amalfi 2000/2050 Alu Laufschienen	TS 2000/2050 Alu Laufschienen	448|60|22|20|13
1101	4250755340517	Schiebetür-Amalfi	45	2	Amalfi 775 x 2050 mm (TS12-775) VSMG	TS12 775 VS+MG	34|10|4|1|0
1102	4250755340524	Schiebetür-Amalfi	21	4	Amalfi 775 x 2050 mm (TS13-775) MSLG	TS13 775 MS+LG	59|19|7|3|1
1103	4250755340531	Schiebetür-Amalfi	9	0	Amalfi 775 x 2050 mm (TS14-775) VSLG	TS14 775 VS+LG	10|0|0|0|0
1104	4250755340548	Schiebetür-Amalfi	40	16	Amalfi 1025 x 2050 mm (TS11-1025) MSMG	TS11 1025 MS+MG	85|23|14|9|5
1105	4250755340555	Schiebetür-Amalfi	4	0	Amalfi 1025 x 2050 mm (TS12-1025) VSMG	TS12 1025 VS+MG	9|0|0|0|0
1106	4250755340562	Schiebetür-Amalfi	8	9	Amalfi 1025 x 2050 mm (TS13-1025) MSLG	TS13 1025 MS+LG	56|15|9|7|2
1107	4250755340579	Schiebetür-Amalfi	20	1	Amalfi 1025 x 2050 mm (TS14-1025) VSLG	TS14 1025 VS+LG	18|3|1|1|1
1108	4250755340586	Schiebetür-Amalfi	15	2	AMALFI 775 x 2050 mm (TS15-775) SWMG	TS15 775 SW+MG	9|3|2|1|0
1109	4250755340593	Schiebetür-Amalfi	17	2	AMALFI 900 x 2050 mm (TS15-900) SWMG	TS15 900 SW+MG	7|1|1|1|1
1110	4250755340609	Deleted-element	0	0	AMALFI 1000 x 2050 mm (TS15-1000) SWMG	TS15 1000 SW+MG	0|0|0|0|0
1111	4250755340616	Schiebetür-Amalfi	10	0	AMALFI 1025 x 2050 mm (TS15-1025) SWMG	TS15 1025 SW+MG	4|0|0|0|0
1112	4250755340623	Schiebetür-Amalfi	21	0	AMALFI 775 x 2050 mm (TS16-755) SWLG	TS16 775 SW+LG	4|2|1|0|0
1113	4250755340630	Schiebetür-Amalfi	18	0	AMALFI 900 x 2050 mm (TS16-900) SWLG	TS16 900 SW+LG	0|0|0|0|0
1114	4250755340647	Deleted-element	0	0	AMALFI 1000 x 2050 mm (TS16-1000) SWLG	TS16 1000 SW+LG	0|0|0|0|0
1115	4250755340654	Schiebetür-Amalfi	5	0	AMALFI 1025 x 2050 mm (TS16-1025) SWLG	TS16 1025 SW+LG	2|0|0|0|0
1116	4250755340661	Schiebetür-Amalfi	1	0	AMALFI 775 x 2050 mm (TS17-775) YOMG	TS17 775 YO+MG	0|0|0|0|0
1117	4250755340678	Schiebetür-Amalfi	12	1	AMALFI 900 x 2050 mm (TS17-900) YOMG	TS17 900 YO+MG	11|3|2|1|1
1118	4250755340685	Deleted-element	0	0	AMALFI 1000 x 2050 mm (TS17-1000) YOMG	TS17 1000 YO+MG	0|0|0|0|0
1119	4250755340692	Schiebetür-Amalfi	7	0	AMALFI 1025 x 2050 mm (TS17-1025) YOMG	TS17 1025 YO+MG	5|1|0|0|0
1122	4250755350837	Rav36	21	2	Ravenna36K Tür 80	RAV36K D 80	25|6|3|3|1
1123	4250755350844	Rav36	15	1	Ravenna36K Tür 90	RAV36K D 90	43|11|1|0|0
1124	4250755350851	Rav36	25	3	Ravenna36K Tür 100	RAV36K D 100	19|6|1|1|1
1125	4250755350868	Rav36	11	3	Ravenna36K Seiten 80	RAV36K F 80	27|9|2|2|1
1126	4250755350875	Rav36	19	2	Ravenna36K Seiten 90	RAV36K F 90	39|10|2|1|1
1127	4250755350882	Rav36	30	1	Ravenna36K Seiten 100	RAV36K F 100	22|4|1|1|0
1128	4250755399744	Montage	90	6	Montage Ravenna36 Alu	Ravenna36 Alu	88|24|5|4|2
1129	4250755340708	Dorano	15	0	VDG01K 90x120 + 2	VDG01K 90x120 	4|0|0|0|0
1130	4250755340715	Dorano	8	0	VDG01K 90x160 + 2	VDG01K 90x160	4|0|0|0|0
1131	4250755340722	Dorano	0	0	VDG01K 90x180 + 2	VDG01K 90x180	0|0|0|0|0
1132	4250755340739	Dorano	19	0	VDG01K 90x200 + 2	VDG01K 90x200	0|0|0|0|0
1133	4250755340746	Dorano	17	0	VDG01K 90x250 + 3	VDG01K 90x250	0|0|0|0|0
1134	4250755340753	Dorano	3	0	VDG01K 90x300 + 3	VDG01K 90x300	0|0|0|0|0
1135	4250755340760	Dorano	15	0	VDG01VS 90x120 + 2	VDG01VS 90x120	0|0|0|0|0
1136	4250755340777	Dorano	32	0	VDG01VS 90x160 + 2	VDG01VS 90x160	0|0|0|0|0
1137	4250755340784	Dorano	20	0	VDG01VS 90x180 + 2	VDG01VS 90x180	0|0|0|0|0
1138	4250755340791	Dorano	21	0	VDG01VS 90x200 + 2	VDG01VS 90x200	0|0|0|0|0
1139	4250755340807	Dorano	8	0	VDG01VS 90x250 + 3	VDG01VS 90x250	0|0|0|0|0
1140	4250755340814	Dorano	24	0	VDG01VS 90x300 + 3	VDG01VS 90x300	0|0|0|0|0
1141	4250755340821	Dorano	13	0	VDG01VG 90x120 + 2	VDG01VG 90x120	0|0|0|0|0
1142	4250755340838	Dorano	14	0	VDG01VG 90x160 + 2	VDG01VG 90x160	0|0|0|0|0
1143	4250755340845	Dorano	15	0	VDG01VG 90x180 + 2	VDG01VG 90x180	0|0|0|0|0
1144	4250755340852	Dorano	6	0	VDG01VG 90x200 + 2	VDG01VG 90x200	0|0|0|0|0
1145	4250755340869	Dorano	9	1	VDG01VG 90x250 + 3	VDG01VG 90x250	1|1|0|0|0
1146	4250755340876	Dorano	2	0	VDG01VG 90x300 + 3	VDG01VG 90x300	0|0|0|0|0
1147	4250755398082	Montage	140	3	Montage VDG01  Zugstange (x1)	Dorano Zugstange (x1)	19|3|0|0|0
1148	4250755399690	Montage	19	7	Montage Ravenna28 Packet	Rav28 Packet	75|22|9|4|1
1149	4250755399706	Montage	72	0	Montage Ravenna28 Alu 1400	Ravenna28 Alu 800	0|0|0|0|0
1150	4250755399713	Montage	27	12	Montage Ravenna30 Packet	Ravenna30 Packet	122|32|15|9|2
1151	4250755399720	Montage	17	0	Montage Ravenna30 Alu	Ravenna30 Alu	0|0|0|0|0
1152	4250755346786	Teramo24	-1	1	Teramo24K 80 D+D	DWA195 D+D 800	8|2|0|0|0
1153	4250755346793	Teramo24	6	0	Teramo24K 85 D+D	DWA195 D+D 850	14|2|0|0|0
1154	4250755346809	Teramo24	20	7	Teramo24K 90 D+D	DWA195 D+D 900	11|3|2|1|1
1155	4250755346816	Teramo24	-3	3	Teramo24K 95 D+D	DWA195 D+D 950	15|0|0|0|0
1156	4250755346823	Teramo24	15	4	Teramo24K 100 D+D	DWA195 D+D 1000	19|8|3|2|1
1157	4250755346830	Teramo24	10	2	Teramo24K 105 D+D	DWA195 D+D 1050	6|1|1|1|0
1158	4250755346847	Teramo24	5	1	Teramo24K 110 D+D	DWA195 D+D 1100	10|1|1|0|0
1159	4250755346854	Teramo24	0	0	Teramo24K 115 D+D	DWA195 D+D 1150	16|0|0|0|0
1160	4250755346861	Teramo24	15	1	Teramo24K 120 D+D	DWA195 D+D 1200	1|1|1|1|1
1161	4250755346878	Teramo24	14	0	Teramo24K 130 D+D	DWA195 D+D 1300	3|0|0|0|0
1162	4250755346885	Teramo24	3	2	Teramo24K 140 D+D	DWA195 D+D 1400	5|1|1|1|0
1163	4250755346892	Teramo24MS	17	0	Teramo24MS 80 D+D	DWA195 D+D 800 MS	6|1|0|0|0
1164	4250755346908	Teramo24MS	16	1	Teramo24MS 85 D+D	DWA195 D+D 850 MS	9|2|1|0|0
1165	4250755346915	Teramo24MS	2	0	Teramo24MS 90 D+D	DWA195 D+D 900 MS	14|1|0|0|0
1166	4250755346922	Teramo24MS	17	0	Teramo24MS 95 D+D	DWA195 D+D 950 MS	6|1|0|0|0
1167	4250755346939	Teramo24MS	21	1	Teramo24MS 100 D+D	DWA195 D+D 1000 MS	1|1|1|0|0
1168	4250755346946	Teramo24MS	0	0	Teramo24MS 105 D+D	DWA195 D+D 1050 MS	0|0|0|0|0
1169	4250755346953	Teramo24MS	0	0	Teramo24MS 110 D+D	DWA195 D+D 1100 MS	0|0|0|0|0
1170	4250755346960	Teramo24MS	0	0	Teramo24MS 115 D+D	DWA195 D+D 1150 MS	0|0|0|0|0
1171	4250755346977	Teramo24MS	5	1	Teramo24MS 120 D+D	DWA195 D+D 1200 MS	12|3|0|0|0
1172	4250755346984	Teramo24MS	0	0	Teramo24MS 130 D+D	DWA195 D+D 1300 MS	0|0|0|0|0
1173	4250755346991	Teramo24MS	8	1	Teramo24MS 140 D+D	DWA195 D+D 1400 MS	5|0|0|0|0
1174	4250755331133	WB-Gussmar	5	0	Colossum15 R	MG203 R	18|5|1|1|0
1175	4250755331164	WB-Gussmar	14	0	Colossum101 Pisa	101	28|8|3|2|0
1176	4250755317601	BM-Pisa	0	0	Pisa 5277 Unterschrank (C)	TO-460 5 277 + Colossum101	0|0|0|0|0
1179	4250755317632	BM-Pisa	3	2	Pisa 5527 Unterschrank (C)	TO-460 5 527 + Colossum101	4|3|2|1|1
1182	4250755317663	Deleted-element	0	0	Pisa 5722 Unterschrank (C)	TO-460 5 722 + Colossum101	0|0|0|0|0
1185	4250755317694	BM-Pisa	0	0	Pisa Weiß Unterschrank (C)	TO-460M White + Colossum101	7|5|0|0|0
1188	4250755317724	BM-Pisa	5	1	Pisa Anthrazit Unterschrank (C)	TO-460M Gray + Colossum101	9|3|2|2|1
1192	4250755317762	BM-Spiegel	27	2	HPF Spiegel 460x1000 (SP) -Pisa	TSP 460*1000	12|4|3|2|1
1193	4250755317779	BM-Legno	15	0	Legno A1 5 527 Wandregal 450x458	H450-458 5 527	1|0|0|0|0
1194	4250755317786	BM-Legno	8	0	Legno B1 5 527 Wandschrank 450x458 + 5 722 Door L	H450-458D 5527+5722 L	0|0|0|0|0
1195	4250755317793	BM-Legno	5	0	Legno B2 5 527 Wandschrank 450x458 + 5 527 Door L	H450-458D 5527+5527 L	0|0|0|0|0
1196	4250755317809	BM-Legno	0	0	Legno D1 5 722 Wandregal 150x900	H900-150 5 722	0|0|0|0|0
1197	4250755317816	BM-Legno	0	0	Legno D2 5 527 Wandregal 150x900	H900-150 5 527	0|0|0|0|0
1198	4250755317823	BM-Legno	11	0	Legno C1 5 527 Wandregal 450x458	L450-458 5 527	0|0|0|0|0
1199	4250755317830	BM-Legno	8	0	Legno E1 5 527 Wandregal 120x600	LP120-600 5 527	0|0|0|0|0
1200	4250755317847	BM-Legno	0	0	Legno E2 5 722 Wandregal 120x600	LP120-600 5 722	0|0|0|0|0
1201	4250755317854	BM-Legno	5	0	Legno E3 5 527 Wandregal 120x900	LP120-900 5 527	0|0|0|0|0
1202	4250755317861	BM-Legno	0	0	Legno E4 5 722 Wandregal 120x900	LP120-900 5 722	0|0|0|0|0
1203	4250755317878	BM-Ravello	50	0	Ravello 5722 800 Unterschrank (C)	TSP-800 5722	2|0|0|0|0
1206	4250755317908	BM-Ravello	7	0	Ravello 5527 800 Unterschrank (C)	TSP-800 5527	0|0|0|0|0
1209	4250755317946	BM-Spiegel	0	1	HPF Spiegel 800x700 (SP) -Ravello	TSP800x700	4|0|0|0|0
1210	4250755317953	BM-Paestum	4	0	Paestum 5722 900 Unterschrank (C)	BBP-900 5 722	2|0|0|0|0
1213	4250755317984	BM-Paestum	7	0	Paestum 5527 900 Unterschrank (C)	BBP-900 5 527	2|0|0|0|0
1216	4250755318028	BM-Paestum	10	1	Paestum Weiß 900 Unterschrank (C)	BBP-900M White	6|1|0|0|0
1219	4250755318059	BM-Paestum	6	0	Paestum Anthrazit 900 Unterschrank (C)	BBP-900M Gray	1|1|0|0|0
1222	4250755318097	BM-Spiegel	6	0	HPF Spiegel 900x700 (SP) -Paestum Quadratto	TSP900x700	3|1|0|0|0
1223	4250755318103	BM-Vanessa	14	0	Vanessa 5722 1200 Unterschrank (C)	BBP-1200 5 722	0|0|0|0|0
1226	4250755318134	BM-Vanessa	32	0	Vanessa 5527 1200 Unterschrank (C)	BBP-1200 5 527	0|0|0|0|0
1229	4250755318165	BM-Vanessa	10	0	Vanessa Weiß 1200 Unterschrank (C)	BBP-1200M White	2|0|0|0|0
1232	4250755318196	BM-Vanessa	9	0	Vanessa Anthrazit 1200 Unterschrank (C)	BBP-1200M Gray	1|0|0|0|0
1235	4250755318233	BM-Spiegel	0	0	HPF Spiegel 1200x700 (SP) -Vanessa Botanica	TSP1200x700	3|0|0|0|0
1236	4250755318240	BM-Legno	5	0	Legno C2 5 722 Wandregal 450x458	L450-458 5 722	0|0|0|0|0
1238	4250755331058	WB-Gussmar	19	0	Colossum03 1440  - Botanica	MG301	9|4|3|1|0
1239	4250755331041	WB-Gussmar	12	1	Colossum03 1200 - Botanica	MG302	20|4|1|1|1
1240	4250755331140	WB-Gussmar	12	1	Colossum805	MG501	7|3|1|0|0
1241	4250755331157	WB-Gussmar	13	0	Colossum812	MG502	20|8|2|0|0
1242	4250755336442	ZUB	234	2	GWH01	GWH01	192|16|5|3|1
1243	4250755329253	WP-Badewanne	37	0	Vicenza801-OA	FB801-OA	0|0|0|0|0
1244	4250755329260	WP-Badewanne	19	0	Vicenza802-OA	FB802-OA	0|0|0|0|0
1245	4250755329246	WP-Badewanne	8	0	Vicenza509-OA	FB509-OA	10|4|3|1|0
1246	4250755331065	WB-Gussmar	0	0	Colossum04 1000	MG-15A-1000	0|0|0|0|0
1247	4250755331072	WB-Gussmar	23	0	Colossum04 1200 - Vanessa	MG-15A-1200	6|1|1|0|0
1248	4250755331089	WB-Gussmar	0	0	Colossum04 1440	MG-15A-1400	0|0|0|0|0
1249	4250755327938	DT-Faro+Novas+Xetro	25	2	Faro2W 75x100x4	4G04W 75*100*4	55|17|10|4|0
1250	4250755327945	DT-Faro+Novas+Xetro	24	2	Faro2W 75x120x4	4G04W 75*120*4	47|15|5|2|0
1256	4250755342245	Deleted-element	25	0	DR04 D+F 100 Laufenschiene - zub	TBD	0|0|0|0|0
1257	4250755342252	Montage	94	2	Montage Ravenna17-2 Tür 105 Laufenschiene	DR04-1050	6|3|3|2|1
1258	4250755342269	Montage	125	0	Montage Ravenna17-2 Tür 110 Laufenschiene	DR04-1100	35|9|3|1|0
1259	4250755342276	Montage	162	0	Montage Ravenna17-2 Tür 115 Laufenschiene	DR04-1150	9|2|1|0|0
1260	4250755342283	Montage	82	11	Montage Ravenna17-2 Tür 120 Laufenschiene	DR04-1200	124|36|18|8|5
1261	4250755342290	Montage	12	0	Montage Ravenna17-2 Tür 125 Laufenschiene	DR04-1250	11|3|0|0|0
1262	4250755342306	Montage	151	0	Montage Ravenna17-2 Tür 130 Laufenschiene	DR04-1300	13|3|0|0|0
1263	4250755342313	Montage	105	0	Montage Ravenna17-2 Tür 135 Laufenschiene	DR04-1350	9|2|0|0|0
1264	4250755342320	Montage	8	4	Montage Ravenna17-2 Tür 140 Laufenschiene	DR04-1400	44|13|6|3|0
1265	4250755342337	Montage	162	0	Montage Ravenna17-2 Tür 145 Laufenschiene	DR04-1450	4|1|0|0|0
1266	4250755342344	Montage	95	0	Montage Ravenna17-2 Tür 150 Laufenschiene	DR04-1500	20|5|1|1|0
1267	4250755399676	Montage	70	16	Montage Ravenna16 Packet	Ravenna16/N5182 Packet	169|36|12|4|2
1268	4250755399669	Deleted-element	0	0	Montage Ravenna12-2 Packet	518-2	0|0|0|0|0
1269	4250755399614	Montage	17	0	Montage Ravenna17 Tür MMN04K Packet	MMN04 Packet	0|0|0|0|0
1270	4250755399621	Montage	158	0	Montage Ravenna17 Seite F560 Packet	F560 Packet	0|0|0|0|0
1271	4250755399638	Montage	25	0	Montage Ravenna17-2 Tür Teramo04-2 packet	Teramo04-2 packet	0|0|0|0|0
1272	4250755399645	Montage	112	0	Montage Ravenna17-2 Seite DR04 Packet	DR04 Packet	0|0|0|0|0
1273	4250755399737	Montage	46	14	Montage Ravenna08 Packet	MMD08 Packet	59|24|14|11|2
1274	4250755399751	Montage	9	4	Montage Ravenna13 Packet	MMD13 Packet	23|8|4|2|2
1275	4250755399683	Montage	97	52	Montage Ravenna16/26 Magnet	Ravenna16/DWA1902 6mm 308GA-6-1900	394|126|58|40|8
1276	4250755399652	Montage	354	8	Montage Teramo26 Alu+Magn.Dichtung	Teramo26 Alu+Dichtung/D018-1900	42|8|3|1|0
1277	4250755331102	WB-Gussmar	3	0	Colossum12	MG202	28|7|1|0|0
1278	4250755331096	WB-Gussmar	0	0	Colossum11-750	MG201-750	40|13|2|2|0
1281	4250755318264	BM-Botanica	4	0	Botanica 5527 1200 Unterschrank (C)	A-1200 5 527	1|0|0|0|0
1282	4250755318271	BM-Botanica	1	0	Botanica 5527 1200x700 Spiegelschrank (SPS)	A-1200/MR 5 527	0|0|0|0|0
1283	4250755318356	BM-Botanica	2	0	Botanica 5277 1200 Unterschrank (C)	A-1200 5 277	0|0|0|0|0
1284	4250755318363	BM-Botanica	4	0	Botanica 5277 1200x700 Spiegelschrank (SPS)	A-1200/MR 5 277	0|0|0|0|0
1286	4250755318455	BM-Botanica	0	0	Botanica 5527 1440 Unterschrank (C)	A-1440 5 527	0|0|0|0|0
1287	4250755318462	BM-Botanica	5	0	Botanica 5527 1440x700 Spiegelschrank (SPS)	A-1440/MR 5 527	0|0|0|0|0
1288	4250755318547	BM-Botanica	0	0	Botanica 5277 1440 Unterschrank (C)	A-1440 5 277	0|0|0|0|0
1289	4250755318554	BM-Botanica	8	0	Botanica 5277 1440x700 Spiegelschrank (SPS)	A-1440/MR 5 277	0|0|0|0|0
1290	4250755318639	BM-Botanica	0	0	Botanica 5527 1200/1440 Seitenschranke Links (LS)	5 527 (L)	0|0|0|0|0
1291	4250755318646	BM-Botanica	0	0	Botanica 5527 1200/1440 Seitenschranke Rechts (RS)	5 527 ( R )	0|0|0|0|0
1292	4250755318653	BM-Botanica	0	0	Botanica 5277 1200/1440 Seitenschranke Links (LS)	5 277 (L)	0|0|0|0|0
1293	4250755318660	BM-Botanica	0	0	Botanica 5277 1200/1440 Seitenschranke Rechts (RS)	5 277 ( R )	0|0|0|0|0
1295	4250755318684	BM-Spiegel	0	1	HPF Spiegel 600x700 (SP) -Positano Quadratto	TSP600x700	5|1|0|0|0
1296	4250755318691	BM-Positano	0	0	Positano 5527 600 Unterschrank (C)	BBP-600 5 527	0|0|0|0|0
1297	4250755318707	BM-Positano	-1	1	Positano 5722 600 Unterschrank (C)	BBP-600 5 722	0|0|0|0|0
1298	4250755318714	BM-Positano	-1	1	Positano 5277 600 Unterschrank (C)	BBP-600 5 277	0|0|0|0|0
1299	4250755318783	BM-Legno	0	0	Legno B3 5 527 Wandschrank 450x458 + Door 5 722 R	H450-458D 5527+5722 R	0|0|0|0|0
1300	4250755318790	BM-Legno	0	0	Legno B4 5 527 Wandschrank 450x458 + Door 5 527 R	H450-458D 5527+5527 R	0|0|0|0|0
1301	4250755339276	CUBITO_MMA	0	0	MMA704A	MMA704A	0|0|0|0|0
1302	4250755331119	WB-Gussmar	10	1	Colossum13	MG 601	3|1|0|0|0
1303	4250755331171	WB-Gussmar	19	2	Colossum16	MZ204	32|14|7|5|2
1304	4250755331188	WB-Gussmar	14	0	Colossum17	MZ205	12|6|1|0|0
1305	4250755336459	Deleted-element	0	0	LTSF01  Netzteil 6W	Trafo 6W 	0|0|0|0|0
1306	4250755336466	ZUB	268	1	SPSD01DS - Steckdose mit 2 schalter	NC-B4	1|1|1|1|0
1307	4250755336473	ZUB	397	0	SPSD02ES - Steckdose mit 1 Schalter	NC-B9	23|3|1|0|0
1308	4250755336480	ZUB	208	1	SPL01AE400 - LED 400 mm lange	NC-LE63 400mm	17|3|2|1|0
1309	4250755336497	ZUB	323	0	SPL01AE600 - LED 600 mm lange	NC-LE67 600mm	18|1|0|0|0
1310	4250755399799	Montage	135	7	Montage MMD01 Magn+L Dichtung Paket	MMD01 Magn+L Dichtung	85|21|11|7|3
1311	4250755399805	Montage	68	11	Montage MMD02/03 Magn+L Dichtung Paket	MMD02/03 Magn+L Dichtung	108|34|18|8|5
1312	4250755399812	Montage	173	43	Montage MMD04/05 Magn+L Dichtung 800-1400	MMD04/05 Magn+L Dichtung 800-1400	460|134|62|23|6
1313	4250755399829	Montage	13	4	Montage MMD06 Magn+L Dichtung Paket	MMD06 Magn+L Dichtung	46|14|7|5|0
1314	4250755360010	MHT01/05K	11	0	MHT01/05K Tür 80	MHT01/05K D+F 800	6|1|0|0|0
1315	4250755360027	MHT01/05K	0	0	MHT01/05K Tür 90	MHT01/05K D+F 900	1|0|0|0|0
1316	4250755360034	MHT01/05K	5	0	MHT01/05K Tür 100	MHT01/05K D+F 1000	4|0|0|0|0
1317	4250755360041	MHT01/05K	7	1	MHT01/05K Tür 120	MHT01/05K D+F 1200	3|1|0|0|0
1318	4250755360058	MHT01/05K	1	0	MHT01/05K Tür 140	MHT01/05K D+F 1400	0|0|0|0|0
1319	4250755360065	MHT04/05K	0	0	MHT05K Seiten 70	MHT04/05K F 700	0|0|0|0|0
1320	4250755360072	MHT04/05K	10	0	MHT05K Seiten 75	MHT04/05K F 750	2|0|0|0|0
1321	4250755360089	MHT04/05K	2	1	MHT05K Seiten 80	MHT04/05K F 800	0|0|0|0|0
1322	4250755360096	MHT04/05K	5	0	MHT05K Seiten 90	MHT04/05K F 900	0|0|0|0|0
1323	4250755360102	MHT04/05K	11	0	MHT05K Seiten 100	MHT04/05K F 1000	0|0|0|0|0
1324	4250755361123	Rav48	0	0	Ravenna48K Tür 80	RAV48K D+F 80	4|1|0|0|0
1325	4250755361130	Rav48	0	0	Ravenna48K Tür 90	RAV48K D+F 90	2|0|0|0|0
1326	4250755361147	Rav48	2	0	Ravenna48K Tür 100	RAV48K D+F 100	2|1|1|0|0
1327	4250755361154	Rav48	2	0	Ravenna48K Seiten 80	RAV48K F 800	5|1|0|0|0
1328	4250755361161	Rav48	0	0	Ravenna48K Seiten 90	RAV48K F 900	1|0|0|0|0
1329	4250755361178	Rav48	4	0	Ravenna48K Seiten 100	RAV48K F 1000	2|1|1|0|0
1330	4250755322537	Rav42	11	0	Ravenna42K 90x90	RAV42K 90x90x195	2|2|2|0|0
1331	4250755322544	Rav42	13	0	Ravenna42K 100x100	RAV42K 100x100x195	1|0|0|0|0
1332	4250755318806	BM-Spiegel	4	1	HPF Spiegel 700x700 (SP) -Quadratto	TSP700x700	2|0|0|0|0
1333	4250755318813	BM-Spiegel	1	1	HPF Spiegel 1000x700 (SP) -Quadratto	TSP1000x700	7|0|0|0|0
1334	4250755318820	BM-Spiegel	0	0	HPF Spiegel 1400x700 (SP) -Botanica	TSP1400x700	0|0|0|0|0
1335	4250755318837	BM-Paestum	0	0	Paestum 5527 900x700 Spiegelschrank (SPS)	BBP-900/MR  5 527	0|0|0|0|0
1336	4250755318844	Deleted-element	0	0	Paestum 5722 900x700 Spiegelschrank (SPS)	BBP-900/MR  5 722	0|0|0|0|0
1337	4250755318851	BM-Paestum	0	0	Paestum Weiß 900x700 Spiegelschrank (SPS)	BBP-900M/MR White	0|0|0|0|0
